title,artist,link
Portrait of Andrew Gorrie (1964),Joyce M Cumming,https://collections.ed.ac.uk/art/record/21347?highlight=*:*
Standing Male Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20979?highlight=*:*
Untitled,Bill Breckervidge,https://collections.ed.ac.uk/art/record/21458?highlight=*:*
St Pauls at Night (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/50546?highlight=*:*
Plate (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53726?highlight=*:*
Untitled,Bennett,https://collections.ed.ac.uk/art/record/111042?highlight=*:*
Plakati Hrvatskog Narodnog Kazališta Split (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22036?highlight=*:*
Still Life with Shadow of Kettle (1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/22734?highlight=*:*
Portrait of Woman with Hand on her Head (1950),Ailsa Robertson,https://collections.ed.ac.uk/art/record/20803?highlight=*:*
Untitled (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112311?highlight=*:*
Replica cast (brown) of Partheon slab PF045 US09,Unknown,https://collections.ed.ac.uk/art/record/20658?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99817?highlight=*:*
Reclining Nude with Jacket (1967),Christine Malcolm,https://collections.ed.ac.uk/art/record/21266?highlight=*:*
Untitled (Unknown),Wendy Gunn,https://collections.ed.ac.uk/art/record/21719?highlight=*:*
Seated Female Nude (1954),Leslie Drummond,https://collections.ed.ac.uk/art/record/21259?highlight=*:*
9 European Cafes: no 5: La Couple (Circa 1977),Timothy Morrison,https://collections.ed.ac.uk/art/record/22618?highlight=*:*
Untitled (1972),Lin Hunter,https://collections.ed.ac.uk/art/record/21834?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20727?highlight=*:*
Untitled (1980),Unknown,https://collections.ed.ac.uk/art/record/99823?highlight=*:*
Men’s smock (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100012?highlight=*:*
1. Meccarama (Unknown),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21667?highlight=*:*
Sean Connery as a Life Model (1952),Alastair Fairweather,https://collections.ed.ac.uk/art/record/22598?highlight=*:*
Ecorche of Houdon,Unknown,https://collections.ed.ac.uk/art/record/20602?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21569?highlight=*:*
Circus (1950),Cecile E M Johnston,https://collections.ed.ac.uk/art/record/21027?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53667?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50526?highlight=*:*
Untitled (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/99496?highlight=*:*
Interior Scene (1968),Ian Paterson,https://collections.ed.ac.uk/art/record/21341?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53570?highlight=*:*
Modesty vest,Unknown,https://collections.ed.ac.uk/art/record/102682?highlight=*:*
Portrait of a Man in a Suit (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20881?highlight=*:*
Abstract,L Henniker,https://collections.ed.ac.uk/art/record/21455?highlight=*:*
A Head (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21561?highlight=*:*
Extrude (2013),Charlotte Roseberry,https://collections.ed.ac.uk/art/record/21302?highlight=*:*
Standing Female Nude (1959),C Byron,https://collections.ed.ac.uk/art/record/20916?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21022?highlight=*:*
Abstract (1971),John F. Mooney,https://collections.ed.ac.uk/art/record/22679?highlight=*:*
Portrait of a Woman (1957),Unknown,https://collections.ed.ac.uk/art/record/21257?highlight=*:*
Sketch for Final Composition,Colin Brown,https://collections.ed.ac.uk/art/record/53566?highlight=*:*
Smugglerius (1854),William Pink,https://collections.ed.ac.uk/art/record/20600?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22626?highlight=*:*
Unknown,Duncan Currie,https://collections.ed.ac.uk/art/record/50389?highlight=*:*
Unknown,Edith Duke,https://collections.ed.ac.uk/art/record/53525?highlight=*:*
Portrait of a Man in Spectacles (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20891?highlight=*:*
Elders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20680?highlight=*:*
Green Square Abstract,Unknown,https://collections.ed.ac.uk/art/record/22625?highlight=*:*
Angel with Candelabrum (facing right),Unknown,https://collections.ed.ac.uk/art/record/20542?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53657?highlight=*:*
Abstract with White Paper Strips,Alistair J. Magee,https://collections.ed.ac.uk/art/record/22540?highlight=*:*
Portrait of a Man (1956),J Gorman,https://collections.ed.ac.uk/art/record/21181?highlight=*:*
Jacobean fragment (Jacobean?),Unknown,https://collections.ed.ac.uk/art/record/100011?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53671?highlight=*:*
Abstract Still Life (Circa 1975),Lindsay Moran,https://collections.ed.ac.uk/art/record/20761?highlight=*:*
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres,https://collections.ed.ac.uk/art/record/99426?highlight=*:*
Untitled (1967),William G.H. Fulton,https://collections.ed.ac.uk/art/record/99820?highlight=*:*
Untitled (1989),Claire E. Banks,https://collections.ed.ac.uk/art/record/22555?highlight=*:*
Seated Male Nude (1959),George Mackintosh,https://collections.ed.ac.uk/art/record/20884?highlight=*:*
Norwegian Ponies (1953),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/99218?highlight=*:*
Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21935?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99860?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99801?highlight=*:*
Portrait of a Man Seated (1959),C Byron,https://collections.ed.ac.uk/art/record/20914?highlight=*:*
Sugar Bowl Lid,Emma Gillies,https://collections.ed.ac.uk/art/record/53725?highlight=*:*
Summer Fayre,Unknown,https://collections.ed.ac.uk/art/record/22658?highlight=*:*
Bust of Queen Nefertiti (White),Unknown,https://collections.ed.ac.uk/art/record/20622?highlight=*:*
Seated Male Nude (1955),J Salter,https://collections.ed.ac.uk/art/record/21193?highlight=*:*
Portrait of a Woman's Head (1948),Thomson,https://collections.ed.ac.uk/art/record/20842?highlight=*:*
Horse of Selene from the east pediment,NA,https://collections.ed.ac.uk/art/record/20634?highlight=*:*
Abstract Composition with Blue Stripes (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22562?highlight=*:*
Untitled (1987),Pamela Richardson,https://collections.ed.ac.uk/art/record/21570?highlight=*:*
Untitled - Abstract Road (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99393?highlight=*:*
(n) (fr) Les Voyeurs (1984),David C Duke,https://collections.ed.ac.uk/art/record/99247?highlight=*:*
Kneeling Male Nude (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21174?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21978?highlight=*:*
Portrait of a Man,A Sinclair,https://collections.ed.ac.uk/art/record/21471?highlight=*:*
Untitled - Nude Female Sitting (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/99359?highlight=*:*
Standing Female Nude (1957),D G Seymour,https://collections.ed.ac.uk/art/record/20963?highlight=*:*
Stairway (Circa 1979),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22636?highlight=*:*
Standing Woman (1950),John Parnell,https://collections.ed.ac.uk/art/record/21067?highlight=*:*
Kneeling Female Nude (1957),Andrew Conkie,https://collections.ed.ac.uk/art/record/20925?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21114?highlight=*:*
Untitled (1965),Wilson,https://collections.ed.ac.uk/art/record/22485?highlight=*:*
Unknown (24 May 1962),John Picking,https://collections.ed.ac.uk/art/record/50551?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53710?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20720?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50519?highlight=*:*
Untitled (1963),Monika L. Uecher,https://collections.ed.ac.uk/art/record/21774?highlight=*:*
Reclining Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20922?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20701?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53536?highlight=*:*
15th Century Italian (Feb 1982),Carol Binnie,https://collections.ed.ac.uk/art/record/21976?highlight=*:*
View from a Window,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21453?highlight=*:*
Untitled - Print of Figures Lying in a Garden (1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99337?highlight=*:*
Dog (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21345?highlight=*:*
The Dive (1966),William S. T. Brodie,https://collections.ed.ac.uk/art/record/22601?highlight=*:*
Hedge Cut (1998),John Brown,https://collections.ed.ac.uk/art/record/21852?highlight=*:*
Horses from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20732?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21857?highlight=*:*
Replica of parthenon slab PF049,NA,https://collections.ed.ac.uk/art/record/20653?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53504?highlight=*:*
Seated Male Nude (1965-1966),H Chart,https://collections.ed.ac.uk/art/record/21268?highlight=*:*
Seated Female Nude,Colin Lawson,https://collections.ed.ac.uk/art/record/20774?highlight=*:*
Standing Male Nude (1959),B Clapperton,https://collections.ed.ac.uk/art/record/20911?highlight=*:*
John Stone (1950),David McClure,https://collections.ed.ac.uk/art/record/22666?highlight=*:*
Untitled - Holyrood Palace (1978-1979),Thomas F. C. Denny,https://collections.ed.ac.uk/art/record/99413?highlight=*:*
Small relief with figure in clerical dress,NA,https://collections.ed.ac.uk/art/record/20611?highlight=*:*
Unknown (1949),Mary D Thomson,https://collections.ed.ac.uk/art/record/50452?highlight=*:*
Minotaur,Paul Duffus,https://collections.ed.ac.uk/art/record/102661?highlight=*:*
Crying (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47448?highlight=*:*
Unknown (1951),Harold F Burnett,https://collections.ed.ac.uk/art/record/50572?highlight=*:*
Untitled (1961),Norma Kirk,https://collections.ed.ac.uk/art/record/22010?highlight=*:*
Jug,Emma Gillies,https://collections.ed.ac.uk/art/record/53722?highlight=*:*
Unknown (1963),Ruth Walker,https://collections.ed.ac.uk/art/record/50504?highlight=*:*
Portrait of a Man (1959),Campbell,https://collections.ed.ac.uk/art/record/20971?highlight=*:*
Seated Female Nude (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21128?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53649?highlight=*:*
Seated Man seen from behind (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21089?highlight=*:*
Unknown (1947),Sheila Turnbull,https://collections.ed.ac.uk/art/record/50454?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,https://collections.ed.ac.uk/art/record/21304?highlight=*:*
Man with Concrete Jungle Record,Garry Campbell,https://collections.ed.ac.uk/art/record/21426?highlight=*:*
Untitled (1997),Sera K,https://collections.ed.ac.uk/art/record/21779?highlight=*:*
Printed Fabric,Robin Jones,https://collections.ed.ac.uk/art/record/22538?highlight=*:*
Untitled (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21767?highlight=*:*
Standing Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20969?highlight=*:*
Gem cabinet 3 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20617?highlight=*:*
Untitled (2002),Kirsty MacDonald,https://collections.ed.ac.uk/art/record/99949?highlight=*:*
Landscape (Circa 1953),Trevor Stubley,https://collections.ed.ac.uk/art/record/21413?highlight=*:*
Portrait of a Man (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21357?highlight=*:*
Portrait of a Man (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21351?highlight=*:*
Untitled (Unknown),Anna Chapman,https://collections.ed.ac.uk/art/record/21603?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53663?highlight=*:*
Untitled (2002),Zillah Green,https://collections.ed.ac.uk/art/record/99951?highlight=*:*
Crazily Paved (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21661?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21906?highlight=*:*
Untitled (1960),Kathleen Russell,https://collections.ed.ac.uk/art/record/99519?highlight=*:*
Cornfield (1963),Joan Eardley,https://collections.ed.ac.uk/art/record/21957?highlight=*:*
Garden of Eden (1987),Unknown,https://collections.ed.ac.uk/art/record/21608?highlight=*:*
Horse and Cart (1956),Moira E. Brown,https://collections.ed.ac.uk/art/record/22712?highlight=*:*
Untitled (2007),Matt Carter,https://collections.ed.ac.uk/art/record/99975?highlight=*:*
Hill Fence (1976),Aitons Bytautus,https://collections.ed.ac.uk/art/record/50385?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21675?highlight=*:*
Untitled - City Scene at Night (1964-1965),William Gillon,https://collections.ed.ac.uk/art/record/99483?highlight=*:*
Untitled (Unknown),J.,https://collections.ed.ac.uk/art/record/21953?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,https://collections.ed.ac.uk/art/record/99360?highlight=*:*
Drawing of a Woman (1958),E McCallum,https://collections.ed.ac.uk/art/record/20960?highlight=*:*
"Still Life, Oil Paints and Pots (1949)",Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22732?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53655?highlight=*:*
Swirlings (1989),Dorothy Black,https://collections.ed.ac.uk/art/record/21972?highlight=*:*
Male Model with Towel (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/22661?highlight=*:*
Untitled (Dec 1972),Alison Duncan,https://collections.ed.ac.uk/art/record/21581?highlight=*:*
Unknown (1949),Mary D Thomson,https://collections.ed.ac.uk/art/record/50453?highlight=*:*
Swedish apron (1958),Unknown,https://collections.ed.ac.uk/art/record/102689?highlight=*:*
Set of NDS slides,Unknown,https://collections.ed.ac.uk/art/record/102675?highlight=*:*
Standing Male Nude (1960),Jean Richie,https://collections.ed.ac.uk/art/record/20790?highlight=*:*
Portrait of a Seated Man (May 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20996?highlight=*:*
Still Life Beside Window (1955),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/20738?highlight=*:*
Florence (Jan 1956),John P Busby,https://collections.ed.ac.uk/art/record/21382?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20710?highlight=*:*
Frieze from the Temple of Athena Nike (left slab) (1827),NA,https://collections.ed.ac.uk/art/record/20625?highlight=*:*
Untitled (2002),Gillian Curry,https://collections.ed.ac.uk/art/record/99939?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99834?highlight=*:*
Untitled (Unknown),Nicholas File,https://collections.ed.ac.uk/art/record/21781?highlight=*:*
Marshal from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20689?highlight=*:*
Portrait of a Woman (1939-1940),James Gordon,https://collections.ed.ac.uk/art/record/21097?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53497?highlight=*:*
Unknown (1949),James N. Hardie,https://collections.ed.ac.uk/art/record/50532?highlight=*:*
Jacopo Nani (2019),Brandon Logan,https://collections.ed.ac.uk/art/record/113742?highlight=*:*
Standing Male Nude (21 May 1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21251?highlight=*:*
Sedilia from Lincluden Collegiate Church (1912),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20568?highlight=*:*
Copper Engraving (1949),Alfred Hackney,https://collections.ed.ac.uk/art/record/21826?highlight=*:*
Robin (1953),Diana M. Douglas-Hamilton,https://collections.ed.ac.uk/art/record/22741?highlight=*:*
Portrait of a Young Man (1950),Norman Nisbet,https://collections.ed.ac.uk/art/record/21074?highlight=*:*
Unknown (1948),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50537?highlight=*:*
Cow,Emma Gillies,https://collections.ed.ac.uk/art/record/53752?highlight=*:*
Unknown,Alistair Fairweather,https://collections.ed.ac.uk/art/record/50424?highlight=*:*
Student in the Studio,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21401?highlight=*:*
Male Nude at Wash Bowl (recto),Unknown,https://collections.ed.ac.uk/art/record/22649?highlight=*:*
Untitled (1963),L. Allan,https://collections.ed.ac.uk/art/record/22012?highlight=*:*
Unknown (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/50479?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53639?highlight=*:*
Untitled (2007),Frea Buckler,https://collections.ed.ac.uk/art/record/99967?highlight=*:*
"Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)",Unknown,https://collections.ed.ac.uk/art/record/20552?highlight=*:*
Portrait of a Woman in a Hat (1958),Pat Calder,https://collections.ed.ac.uk/art/record/20959?highlight=*:*
Serving Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53620?highlight=*:*
Standing Male Nude (1957),Braso,https://collections.ed.ac.uk/art/record/21247?highlight=*:*
Untitled (1963),Madelene R Galloway,https://collections.ed.ac.uk/art/record/99821?highlight=*:*
Sixteen Boxes,John Mooney,https://collections.ed.ac.uk/art/record/21804?highlight=*:*
Untitled - Abstract Blue and Red Shapes (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/99387?highlight=*:*
Portrait of a Man in a Suit (Mar 1963),John Bellany,https://collections.ed.ac.uk/art/record/20776?highlight=*:*
"Untitled - Abstract Orange, Blue, and Brown Shapes (1963)",Anthony J Valentine,https://collections.ed.ac.uk/art/record/99442?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,https://collections.ed.ac.uk/art/record/22692?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53574?highlight=*:*
Two Men Standing,Charlene Anderson,https://collections.ed.ac.uk/art/record/21091?highlight=*:*
Portrait of a Woman (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21123?highlight=*:*
Study for Composition (1949),Alistair Smart,https://collections.ed.ac.uk/art/record/50477?highlight=*:*
Untitled (1981-1986),Paul John Croft,https://collections.ed.ac.uk/art/record/21860?highlight=*:*
Portrait of a Woman (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21130?highlight=*:*
Espresso Cup,Emma Gillies,https://collections.ed.ac.uk/art/record/53697?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20668?highlight=*:*
Twist (1989),Dorothy Black,https://collections.ed.ac.uk/art/record/21849?highlight=*:*
Tangled Leaves,Susan Alexander,https://collections.ed.ac.uk/art/record/50401?highlight=*:*
Untitled - Two Boys in Patterned Shirts (1985-1986),Dorothy Black,https://collections.ed.ac.uk/art/record/99467?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,https://collections.ed.ac.uk/art/record/20947?highlight=*:*
Untitled (1987),Susan Veitch,https://collections.ed.ac.uk/art/record/21898?highlight=*:*
Still Life - Fish (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/22640?highlight=*:*
Untitled (Unknown),Dilys R. Lovell,https://collections.ed.ac.uk/art/record/21574?highlight=*:*
Patchwork quilt (1700-1899),Unknown,https://collections.ed.ac.uk/art/record/102731?highlight=*:*
Untitled (1961),Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99531?highlight=*:*
An Táin (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21005?highlight=*:*
Reclining Female Nude (1949-1950),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21019?highlight=*:*
Unknown,Malcolm Clark,https://collections.ed.ac.uk/art/record/50413?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,https://collections.ed.ac.uk/art/record/99486?highlight=*:*
Harbour (1953-1954),Alistair M Park,https://collections.ed.ac.uk/art/record/21348?highlight=*:*
untitled,Joyce M Cumming,https://collections.ed.ac.uk/art/record/112357?highlight=*:*
Untitled (1964),James Goodall,https://collections.ed.ac.uk/art/record/99847?highlight=*:*
Unknown (31 May 1960),Rhona L. Barclay,https://collections.ed.ac.uk/art/record/50618?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53713?highlight=*:*
Castor and Pollux (1835),Sarti,https://collections.ed.ac.uk/art/record/20593?highlight=*:*
Preparatory Sketch (1962),John Picking,https://collections.ed.ac.uk/art/record/50528?highlight=*:*
Portrait of a Seated Man (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/21208?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53538?highlight=*:*
Untitled,Susan Pettinger,https://collections.ed.ac.uk/art/record/112500?highlight=*:*
"Rock R Coast, Hethleen Russell, Bournemouth (1966)",Kathleen Russell,https://collections.ed.ac.uk/art/record/99523?highlight=*:*
Unknown,Stuart T. MacKenzie,https://collections.ed.ac.uk/art/record/53561?highlight=*:*
Agricultural Tools,Alexander Curtis,https://collections.ed.ac.uk/art/record/21505?highlight=*:*
Whitework baby's bonnet,Unknown,https://collections.ed.ac.uk/art/record/102708?highlight=*:*
Four Abstract Panels,L Henniker,https://collections.ed.ac.uk/art/record/21460?highlight=*:*
Untitled (2003),Sarah Jamieson,https://collections.ed.ac.uk/art/record/99925?highlight=*:*
Standing Female Nude,Unknown,https://collections.ed.ac.uk/art/record/22730?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53573?highlight=*:*
Unknown (1960),Jean I. Beattie,https://collections.ed.ac.uk/art/record/50615?highlight=*:*
Portrait of a Young Man (1951),James P W Syme,https://collections.ed.ac.uk/art/record/21240?highlight=*:*
Seated Elderly Couple (Apr 1963),John Bellany,https://collections.ed.ac.uk/art/record/20767?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111443?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102679?highlight=*:*
Donkey and Cart in Landscape (Circa 1955),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21017?highlight=*:*
Train Station Interior,Eric Urquhart,https://collections.ed.ac.uk/art/record/21507?highlight=*:*
Riders: Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20706?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53512?highlight=*:*
Winged Victory of Samothrace (Post 1879),Musée Royal du Louvre,https://collections.ed.ac.uk/art/record/20585?highlight=*:*
Isabella of Aragon (broken) (Post 1912),Unknown,https://collections.ed.ac.uk/art/record/20532?highlight=*:*
Pyreneen Vogel (2002),Frances Ryan,https://collections.ed.ac.uk/art/record/21806?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53709?highlight=*:*
Untitled,NA,https://collections.ed.ac.uk/art/record/111044?highlight=*:*
Men Bathing (1953-1954),Trevor Stubley,https://collections.ed.ac.uk/art/record/20796?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22570?highlight=*:*
Performing Labour in an Industrial Setting II (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113776?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50552?highlight=*:*
Dorothy Allsop sampler (1936),Unknown,https://collections.ed.ac.uk/art/record/102697?highlight=*:*
Standing Male Nude with Staff (1960),Derek Shiel,https://collections.ed.ac.uk/art/record/20815?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21991?highlight=*:*
Untitled - Abstract Bridge and Ballons (1968),Alastair Burns,https://collections.ed.ac.uk/art/record/99474?highlight=*:*
Untitled (Unknown),David Douglas,https://collections.ed.ac.uk/art/record/21641?highlight=*:*
Drawing of a Seated Woman (1956-1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20819?highlight=*:*
Untitled - Horses and Riders (1963),Jean M. Marshall,https://collections.ed.ac.uk/art/record/99363?highlight=*:*
The Ideal (1991),Karen Guthrie,https://collections.ed.ac.uk/art/record/21907?highlight=*:*
Unknown (20 Feb 1956),James C. Y. Gavin,https://collections.ed.ac.uk/art/record/53494?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,https://collections.ed.ac.uk/art/record/21160?highlight=*:*
Flowers Behind the Door (1953),Bernard Reder,https://collections.ed.ac.uk/art/record/21658?highlight=*:*
Untitled (13 Dec 2013),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21888?highlight=*:*
Untitled (1955),Alan Bartram,https://collections.ed.ac.uk/art/record/99827?highlight=*:*
The Thinker (1969),Marko Krsmanovic,https://collections.ed.ac.uk/art/record/21647?highlight=*:*
Untitled (1962),Ethel V Hope,https://collections.ed.ac.uk/art/record/99836?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21866?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21399?highlight=*:*
Standing Female Nude (1954),Nita Newman,https://collections.ed.ac.uk/art/record/21254?highlight=*:*
Singer (Jan 1987),Paul Rooney,https://collections.ed.ac.uk/art/record/21841?highlight=*:*
In the Kitchen (1989),Robert Bushe,https://collections.ed.ac.uk/art/record/22608?highlight=*:*
Untitled (1967),Rosemary Seaton,https://collections.ed.ac.uk/art/record/22475?highlight=*:*
Curtain (1961),Unknown,https://collections.ed.ac.uk/art/record/100008?highlight=*:*
Untitled (1967),Ian Roy,https://collections.ed.ac.uk/art/record/21757?highlight=*:*
Abstract Female Nude (1965),William Gillon,https://collections.ed.ac.uk/art/record/21312?highlight=*:*
"The Beach, Summer Composition (1958)",Robert M E Callender,https://collections.ed.ac.uk/art/record/22590?highlight=*:*
Portrait of a Young Man (Circa 1950),John D Cowan,https://collections.ed.ac.uk/art/record/21336?highlight=*:*
Untitled - Portrait of a Nude Female (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99421?highlight=*:*
Bridge at Night,H. Livingstone,https://collections.ed.ac.uk/art/record/22535?highlight=*:*
Unknown,Ruari MacLeod,https://collections.ed.ac.uk/art/record/50437?highlight=*:*
Four Portraits of a Bearded Man (1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21088?highlight=*:*
Gates of Paradise (1835),Clement Pappi,https://collections.ed.ac.uk/art/record/20577?highlight=*:*
Female Nude with Pitcher,Samuel John Peploe,https://collections.ed.ac.uk/art/record/20736?highlight=*:*
Untitled (Nov 1988),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21936?highlight=*:*
West Coast Seascape (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21790?highlight=*:*
Placa del Sol (1991),Caroline Conway,https://collections.ed.ac.uk/art/record/21839?highlight=*:*
Banners of the Banned (MAY 2017),Elle McKee,https://collections.ed.ac.uk/art/record/100019?highlight=*:*
