title,artist,link
Landscape with Resting Harvesters (1953),John Houston,https://collections.ed.ac.uk/art/record/111446?highlight=*:*
Untitled - Life Drawing of Reclining Female in Dress (1962),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99251?highlight=*:*
Unknown (1974),R Wiatrek,https://collections.ed.ac.uk/art/record/50394?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53679?highlight=*:*
Portrait of a Woman (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21356?highlight=*:*
Portrait of a Woman,Jane V Hyslop,https://collections.ed.ac.uk/art/record/21529?highlight=*:*
Portrait of a Man (1952),J Shillabeer,https://collections.ed.ac.uk/art/record/21201?highlight=*:*
Portrait of a Standing Woman (07 Feb 1957),Albert Robson,https://collections.ed.ac.uk/art/record/20814?highlight=*:*
Graveyard and Church,John Brown,https://collections.ed.ac.uk/art/record/21525?highlight=*:*
Untitled (1986),Margot Thomson,https://collections.ed.ac.uk/art/record/21590?highlight=*:*
Cow in Interior (1974),Brent Miller,https://collections.ed.ac.uk/art/record/21680?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,https://collections.ed.ac.uk/art/record/50614?highlight=*:*
Untitled (24 Oct 1962),Peter Pretsell,https://collections.ed.ac.uk/art/record/99792?highlight=*:*
Untitled (1962),Underwood,https://collections.ed.ac.uk/art/record/21759?highlight=*:*
Landscape (1968),Alison Hutton,https://collections.ed.ac.uk/art/record/21272?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53689?highlight=*:*
Standing Male Nude leaning on a Plinth (1959),George Mackintosh,https://collections.ed.ac.uk/art/record/20885?highlight=*:*
Portrait of a Seated Man,Finlay Purvis,https://collections.ed.ac.uk/art/record/21518?highlight=*:*
Picnic at the New Bridge (1963),Alexander Moffat,https://collections.ed.ac.uk/art/record/22473?highlight=*:*
Unknown (1960),John Gilbert,https://collections.ed.ac.uk/art/record/53490?highlight=*:*
Drawing of a Young Woman (12 Nov 1960),Sheila Percival,https://collections.ed.ac.uk/art/record/20990?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53728?highlight=*:*
Untitled (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21762?highlight=*:*
"Temple Cottage, Temple, View of Garden",Sir William George Gillies,https://collections.ed.ac.uk/art/record/99221?highlight=*:*
Untitled (Unknown),T. Watson,https://collections.ed.ac.uk/art/record/21799?highlight=*:*
Unknown,Forrest,https://collections.ed.ac.uk/art/record/53495?highlight=*:*
Portrait of a Man (1959),Grace Nichol,https://collections.ed.ac.uk/art/record/21119?highlight=*:*
Untitled (1963),Alison Keith,https://collections.ed.ac.uk/art/record/22007?highlight=*:*
Architectural Interior,Katherine Binns,https://collections.ed.ac.uk/art/record/21430?highlight=*:*
Unknown (1954),John P Busby,https://collections.ed.ac.uk/art/record/50570?highlight=*:*
Unknown,Andrew Parkinson,https://collections.ed.ac.uk/art/record/50410?highlight=*:*
Untitled (1962-1963),Irene Thomson,https://collections.ed.ac.uk/art/record/22015?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99818?highlight=*:*
Seated Man in Period Costume (1967),Wilson,https://collections.ed.ac.uk/art/record/21267?highlight=*:*
Reclining Male Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20875?highlight=*:*
Standing Male Nude (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20892?highlight=*:*
Untitled - Figured Drawing of Woman in Early Ninteenth Century Costume (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99328?highlight=*:*
Untitled (Unknown),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21940?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21546?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21823?highlight=*:*
Tantallon,Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21802?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,https://collections.ed.ac.uk/art/record/50447?highlight=*:*
Untitled (1987),Marissa Grassie,https://collections.ed.ac.uk/art/record/21941?highlight=*:*
Emerging (1987),Paul Furneaux,https://collections.ed.ac.uk/art/record/111441?highlight=*:*
Untitled - Front of boat (1969),John H McKerrell,https://collections.ed.ac.uk/art/record/99356?highlight=*:*
Untitled,Jock Nicol,https://collections.ed.ac.uk/art/record/111035?highlight=*:*
Portrait of a Seated Woman (1960s),Sandra Miller,https://collections.ed.ac.uk/art/record/21278?highlight=*:*
Untitled (2007),Kerri Stean,https://collections.ed.ac.uk/art/record/99978?highlight=*:*
Portrait of a Woman's Head (1957),Erica M Thomas,https://collections.ed.ac.uk/art/record/20841?highlight=*:*
Sugar Bowl,Emma Gillies,https://collections.ed.ac.uk/art/record/53724?highlight=*:*
Abstract,C Pulsford,https://collections.ed.ac.uk/art/record/21084?highlight=*:*
Untitled (1947),Maria Garbolewska,https://collections.ed.ac.uk/art/record/21769?highlight=*:*
Viennese embroidery in frame (1936),Unknown,https://collections.ed.ac.uk/art/record/100010?highlight=*:*
Unknown (1981),Hazel McGlashan,https://collections.ed.ac.uk/art/record/50416?highlight=*:*
Ship in Dry Dock,Graham High,https://collections.ed.ac.uk/art/record/22532?highlight=*:*
Landscape (1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/21010?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50445?highlight=*:*
Needlebook,Winsome Douglass,https://collections.ed.ac.uk/art/record/113830?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,https://collections.ed.ac.uk/art/record/102662?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99816?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,https://collections.ed.ac.uk/art/record/99366?highlight=*:*
Untitled (Unknown),R. Sander,https://collections.ed.ac.uk/art/record/21607?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,https://collections.ed.ac.uk/art/record/54751?highlight=*:*
Standing Male Nude (1958),Lesley Crawford,https://collections.ed.ac.uk/art/record/21109?highlight=*:*
Five Views of a Seated Woman (1956),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20820?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20703?highlight=*:*
Untitled (1948),Allan W. Robson,https://collections.ed.ac.uk/art/record/21744?highlight=*:*
Wall hanging,Winsome Douglass,https://collections.ed.ac.uk/art/record/113837?highlight=*:*
Untitled (1968),Michael Jannarelli,https://collections.ed.ac.uk/art/record/22498?highlight=*:*
Untitled (1966),Forde,https://collections.ed.ac.uk/art/record/22476?highlight=*:*
Unknown (1949),Alison E. H. Stuart,https://collections.ed.ac.uk/art/record/50482?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes,https://collections.ed.ac.uk/art/record/21943?highlight=*:*
Espresso Cup,Emma Gillies,https://collections.ed.ac.uk/art/record/53694?highlight=*:*
Untitled - Still Life of Kitchen Table in Red (1963),William O. Little,https://collections.ed.ac.uk/art/record/99270?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99808?highlight=*:*
Standing Male Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20874?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21655?highlight=*:*
Portrait of Woman Seated (1958),Alan Alexander,https://collections.ed.ac.uk/art/record/21166?highlight=*:*
Unknown (1987),Donald Clark,https://collections.ed.ac.uk/art/record/53603?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50433?highlight=*:*
Cat (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21323?highlight=*:*
Portrait of a Bearded Man (1950s),J Guthrie,https://collections.ed.ac.uk/art/record/20975?highlight=*:*
Standing Male Nude,Jessie May Stirling,https://collections.ed.ac.uk/art/record/20834?highlight=*:*
Filtrate (1991),Joan Rutie,https://collections.ed.ac.uk/art/record/21967?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99252?highlight=*:*
Portrait of a Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21071?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53575?highlight=*:*
Seated Female Nude (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21125?highlight=*:*
Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99284?highlight=*:*
Unknown,Helen Gibbs,https://collections.ed.ac.uk/art/record/50387?highlight=*:*
Bearded Man Sitting (Circa 1973),Catherine A. MacLean,https://collections.ed.ac.uk/art/record/22621?highlight=*:*
Unknown (1949),Alexander Cree,https://collections.ed.ac.uk/art/record/50543?highlight=*:*
From Early Italian Poets (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21001?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53644?highlight=*:*
Unknown (1953),Laura Nye,https://collections.ed.ac.uk/art/record/53571?highlight=*:*
Angel with Candelabrum (facing left),Unknown,https://collections.ed.ac.uk/art/record/20543?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99812?highlight=*:*
Reclining Male Nude (1957),Jean Richie,https://collections.ed.ac.uk/art/record/20788?highlight=*:*
Munich Olympics (1972),Alan Davie,https://collections.ed.ac.uk/art/record/21536?highlight=*:*
Untitled (1983-1984),Moyna Flannigan,https://collections.ed.ac.uk/art/record/21915?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53662?highlight=*:*
Untitled (Unknown),Patrick McKenzie Smith,https://collections.ed.ac.uk/art/record/21614?highlight=*:*
Untitled - Still Life of Kitchen Table in Orange (1963),William O. Little,https://collections.ed.ac.uk/art/record/99269?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/21282?highlight=*:*
Standing Nude (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21018?highlight=*:*
Untitled (11 Nov 1977),Lesley A. Crave,https://collections.ed.ac.uk/art/record/21885?highlight=*:*
Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22500?highlight=*:*
Seated Woman (30 May 1949),David McClure,https://collections.ed.ac.uk/art/record/21039?highlight=*:*
Untitled (Unknown),Ciaran O'Nuallian,https://collections.ed.ac.uk/art/record/99971?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21782?highlight=*:*
Sea Shore (Unknown),Richard Florsheim,https://collections.ed.ac.uk/art/record/21662?highlight=*:*
Head of a Woman (1948),Gavin Stuart,https://collections.ed.ac.uk/art/record/20827?highlight=*:*
Portrait of a Man,John Hunter,https://collections.ed.ac.uk/art/record/21041?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20717?highlight=*:*
Portrait of a Woman (1957),Colin Turner,https://collections.ed.ac.uk/art/record/21143?highlight=*:*
Seated Female Nude (1953),James Martin,https://collections.ed.ac.uk/art/record/21059?highlight=*:*
Discophoros,Unknown,https://collections.ed.ac.uk/art/record/20589?highlight=*:*
Sugar Bowl,Emma Gillies,https://collections.ed.ac.uk/art/record/53676?highlight=*:*
Morrocan Women (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21031?highlight=*:*
Untitled - Abstract Still Life of Flowers and Fruit (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99351?highlight=*:*
"Electric Railway Station, Limerick (1986)",Jo Ganter,https://collections.ed.ac.uk/art/record/21809?highlight=*:*
Cantoria (right panel),Unknown,https://collections.ed.ac.uk/art/record/20580?highlight=*:*
Untitled - Yellow Backhoe (1966-1967),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/99386?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50465?highlight=*:*
Man in Uniform,Tennant,https://collections.ed.ac.uk/art/record/21481?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99833?highlight=*:*
Espresso Cup,Emma Gillies,https://collections.ed.ac.uk/art/record/53701?highlight=*:*
Untitled,John Kieran,https://collections.ed.ac.uk/art/record/112499?highlight=*:*
Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22504?highlight=*:*
Untitled (Mar 1997),Unknown,https://collections.ed.ac.uk/art/record/21919?highlight=*:*
Untitled (Unknown),Patrick Wichtler,https://collections.ed.ac.uk/art/record/21949?highlight=*:*
Standing Male Nude (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20883?highlight=*:*
Untitled - Scene with Figures Relaxing in the Sun (1961-1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99352?highlight=*:*
Kneeling Male Nude (1953),Adam M Martin,https://collections.ed.ac.uk/art/record/21058?highlight=*:*
Unknown (1946),Norma Forrest,https://collections.ed.ac.uk/art/record/50590?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21789?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,https://collections.ed.ac.uk/art/record/21366?highlight=*:*
Abstracted Guitar Player (1960),Denness Morton,https://collections.ed.ac.uk/art/record/21082?highlight=*:*
The Dead Christ (1831),Unknown,https://collections.ed.ac.uk/art/record/20573?highlight=*:*
29 Split Summer Festival (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22041?highlight=*:*
Alligator,Morag A. MacDonald,https://collections.ed.ac.uk/art/record/22575?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20781?highlight=*:*
The Etiquette of Landscape and Face: Passage 2 (2015),Leonie Neuweger,https://collections.ed.ac.uk/art/record/53782?highlight=*:*
Untitled,NA,https://collections.ed.ac.uk/art/record/20661?highlight=*:*
Travelling (Nov 1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21737?highlight=*:*
Composition unified by blue using under colour orange (1962),John Bellany,https://collections.ed.ac.uk/art/record/20777?highlight=*:*
Unknown (1964),Ian Patterson,https://collections.ed.ac.uk/art/record/53582?highlight=*:*
Replica cast (white) of Partheonon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20655?highlight=*:*
Untitled (1972),Brent D. Millar,https://collections.ed.ac.uk/art/record/22572?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21457?highlight=*:*
Portrait of a Woman (Circa 1939),Ian R McRobbie,https://collections.ed.ac.uk/art/record/21138?highlight=*:*
Untitled - Two Abstract Melting Faces (1985-1986),Graeme Murray,https://collections.ed.ac.uk/art/record/99335?highlight=*:*
Untitled (Unknown),Edward Stratton,https://collections.ed.ac.uk/art/record/21800?highlight=*:*
Untitled (Unknown),George Glen,https://collections.ed.ac.uk/art/record/21720?highlight=*:*
Head (1987),Janice McNab,https://collections.ed.ac.uk/art/record/22685?highlight=*:*
Victorian collar (1956),Unknown,https://collections.ed.ac.uk/art/record/102699?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50493?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21620?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Reyntiens,https://collections.ed.ac.uk/art/record/21372?highlight=*:*
Untitled (1987),Mia Stanley,https://collections.ed.ac.uk/art/record/21577?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53615?highlight=*:*
Sea Harvest (1953),John Muench,https://collections.ed.ac.uk/art/record/21753?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21596?highlight=*:*
Portrait of a Young Woman (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20879?highlight=*:*
Made in Finland (2013),Tiina Lilja,https://collections.ed.ac.uk/art/record/47439?highlight=*:*
Unknown (1950),Muriel Davidson,https://collections.ed.ac.uk/art/record/53475?highlight=*:*
Landscape (1968),Alastair Burns,https://collections.ed.ac.uk/art/record/21273?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,https://collections.ed.ac.uk/art/record/100018?highlight=*:*
Farmland,Donald Clark,https://collections.ed.ac.uk/art/record/21488?highlight=*:*
Opuntia Claiata (1993),Jane Watt,https://collections.ed.ac.uk/art/record/21956?highlight=*:*
"Figure Composition with Nurse and Child, and Woman with Budgies (Circa 1950)",Edward A. Gage,https://collections.ed.ac.uk/art/record/22579?highlight=*:*
Unknown (1963),Alexander Wilson,https://collections.ed.ac.uk/art/record/53592?highlight=*:*
